rank,feature,coefficient,absolute_coefficient,direction
491,feature_477,-0.0033191085633063593,0.0033191085633063593,negative
492,feature_42,-0.0029658129250007634,0.0029658129250007634,negative
493,feature_177,0.0024924006461090045,0.0024924006461090045,positive
494,feature_155,0.0018630785450095427,0.0018630785450095427,positive
495,feature_134,0.0017306163636519561,0.0017306163636519561,positive
496,feature_492,-0.0017010209733865956,0.0017010209733865956,negative
497,feature_287,-0.001558845282511546,0.001558845282511546,negative
498,feature_463,-0.001425497165481089,0.001425497165481089,negative
499,feature_19,0.0009052630352238535,0.0009052630352238535,positive
500,feature_213,-0.0007586942630575461,0.0007586942630575461,negative
501,feature_49,-0.0007293228883421979,0.0007293228883421979,negative
502,feature_267,-0.00035570284603411695,0.00035570284603411695,negative
